x_m,y_m,s_m,v_mps,v_kph,gear,rpm,curvature_1pm,section_type,camber_rad,grade_rad,limit
0.0,28.0,28.0,36.94047675947226,132.98571633410015,6,6506.391112296041,0.0,straight,0.0,0.0,accel
0.0,29.0,29.0,37.00293743025357,133.21057474891285,6,6517.392420045415,0.0,straight,0.0,0.0,accel
0.0,30.0,30.0,37.0651488379405,133.4345358165858,6,6528.349824647776,0.0,straight,0.0,0.0,accel
0.0,31.0,31.0,37.12711256791994,133.65760524451179,6,6539.263605340105,0.0,straight,0.0,0.0,accel
0.0,32.0,32.0,37.18883018927444,133.879788681388,6,6550.1340384876685,0.0,straight,0.0,0.0,accel
0.0,33.0,33.0,37.25030325502368,134.10109171808526,6,6560.961397626555,0.0,straight,0.0,0.0,accel
0.0,34.0,34.0,37.31153330236117,134.3215198885002,6,6571.745953505356,0.0,straight,0.0,0.0,accel
0.0,35.0,35.0,37.37252185288652,134.54107867039147,6,6582.487974126088,0.0,straight,0.0,0.0,accel
0.0,36.0,36.0,37.433270412833245,134.7597734861997,6,6593.187724784309,0.0,straight,0.0,0.0,accel
0.0,37.0,37.0,37.49378047329216,134.97760970385178,6,6603.845468108465,0.0,straight,0.0,0.0,accel
0.0,38.0,38.0,37.554053510430684,135.19459263755047,6,6614.4614640985155,0.0,straight,0.0,0.0,accel
0.0,39.0,39.0,37.614090985707904,135.41072754854846,6,6625.0359701638245,0.0,straight,0.0,0.0,accel
0.0,40.0,40.0,37.67389434608569,135.62601964590849,6,6635.569241160323,0.0,straight,0.0,0.0,accel
0.0,41.0,41.0,37.73346502423577,135.84047408724877,6,6646.061529427009,0.0,straight,0.0,0.0,accel
0.0,42.00000000000001,42.00000000000001,37.79280443874306,136.05409597947502,6,6656.513084821731,0.0,straight,0.0,0.0,accel
0.0,43.0,43.0,37.851913994305164,136.2668903794986,6,6666.924154756351,0.0,straight,0.0,0.0,accel
0.0,44.0,44.0,37.91079508192816,136.47886229494137,6,6677.294984231212,0.0,straight,0.0,0.0,accel
0.0,45.0,45.0,37.96944907911892,136.6900166848281,6,6687.625815869025,0.0,straight,0.0,0.0,accel
0.0,46.0,46.0,38.027877350073794,136.90035846026566,6,6697.9168899480865,0.0,straight,0.0,0.0,accel
0.0,47.0,47.0,38.08608124586391,137.10989248511007,6,6708.168444434934,0.0,straight,0.0,0.0,accel
0.0,48.0,48.0,38.14406210461709,137.31862357662155,6,6718.38071501637,0.0,straight,0.0,0.0,accel
0.0,49.0,49.0,38.20182125169653,137.5265565061075,6,6728.553935130945,0.0,straight,0.0,0.0,accel
0.0,50.0,50.0,38.259359999876196,137.7336959995543,6,6738.6883359998465,0.0,straight,0.0,0.0,accel
